run_id,ts,mode,ai_p50_ms,ai_p95_ms,ai_errors,search_p50_ms,search_p95_ms,search_errors
1,2026-02-21T22:20:56+00:00,mock_ai,1.279,1.554,0,5.487,8.631,0
